Image URL,Image Title,Country,Link Text,Link URL,Title,Sub Title,Content Text
https://sseinitiative.org/wp-content/uploads/2019/10/european-union-wpcf_32x32.png,european-union,European Union,Proposing regulation on disclosure relating to sustainable investment and sustainability risks (2018),https://sseinitiative.org/securities-regulator/proposing-regulation-on-disclosure-relating-to-sustainable-investment-and-sustainability-risks/,European Union,Proposing regulation on disclosure relating to sustainable investment and sustainability risks (2018),"About the SSE Regulator Database ➞
European Union
Proposing regulation on disclosure relating to sustainable investment and sustainability risks (2018)
The European Commission, building on the HLEG recommendations, has issued a proposal for a regulation on disclosures relating to sustainable investment and sustainability risks. The proposed regulation sets out harmonised transparency rules for financial market participants, insurance intermediaries and investment firms, requiring them to publish information on how they integrate sustainability risks into their investment decisions, on the extent to which sustainability risks are expected to affect the investment returns of the financial products in question, and on how their remuneration policies are consistent with the integration of sustainability risks and are in line with the sustainable investment target of the financial product.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/10/european-union-wpcf_32x32.png,european-union,European Union,Technical Expert Group on Sustainable Finance (2018),https://sseinitiative.org/securities-regulator/technical-expert-group-on-sustainable-finance-2018/,European Union,Technical Expert Group on Sustainable Finance (2018),"About the SSE Regulator Database ➞
European Union
Technical Expert Group on Sustainable Finance (2018)
In 2018, the European Commission published a proposal to develop a regulation to establish a framework and uniform criteria for determining whether an economic activity is environmentally sustainable. The proposal is seen as providing economic actors and investors with clarity on which activities are considered sustainable in order to inform their investment decisions. The Commission has established a Technical Expert Group on Sustainable Finance to assist it in developing the taxonomy, in creating an EU green bond standard, in improving the disclosure of climate-related information and in developing a category of low-carbon indexes.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/france-wpcf_32x32.png,france,France,Annual Report requirements (2016),https://sseinitiative.org/securities-regulator/annual-report-requirements-2016/,France,Annual Report requirements (2016),"About the SSE Regulator Database ➞
France
Annual Report requirements (2016)
Article 173 of the French Energy Transition Law, which came into force on 1 January 2016, requires publicly listed companies to disclose in their annual reports (a) financial risks related to the effects of climate change, (b) the measures adopted by the company to reduce these risks, and (c) the effects of climate change on the company’s activities and on the use of the goods and services it produces. These requirements are in addition to previously introduced mandatory reporting requirements on the social and environmental consequences of the company’s activities.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/france-wpcf_32x32.png,france,France,Regulation for institutional investors (2016),https://sseinitiative.org/securities-regulator/regulation-for-institutional-investors-2016/,France,Regulation for institutional investors (2016),"About the SSE Regulator Database ➞
France
Regulation for institutional investors (2016)
Under Article 173-VI of the French Energy Transition Act, institutional investors must provide information on how they integrate ESG factors in their investment and voting decisions, on the climate risks they face, and on how their portfolio construction contributes to the transition to a low-carbon economy.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/10/global-wpcf_32x32.png,global,Global,IOSCO dialogue on role of regulators in sustainable investment (2018),https://sseinitiative.org/securities-regulator/iosco-dialogue-on-role-of-regulators-in-sustainable-investment/,Global,IOSCO dialogue on role of regulators in sustainable investment (2018),"About the SSE Regulator Database ➞
Global
IOSCO dialogue on role of regulators in sustainable investment (2018)
In July 2018, International Organization of Securities Commissions (IOSCO) convened a group of regulators, stock exchanges, investors, issuers, financial services providers, civil society and international organisations to discuss the role securities regulators have in encouraging sustainable investment. Convened by the IOSCO Growth and Emerging Markets Committee, the dialogue aimed to bring clarity to the committee’s work examining sustainable finance as part of its overall focus in analysing the role of securities markets in capital raising and sustainability issues.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/india-wpcf_32x32.png,india,India,Mandatory requirements for top companies (2012),https://sseinitiative.org/securities-regulator/mandatory-requirements-for-top-companies-2012/,India,Mandatory requirements for top companies (2012),"About the SSE Regulator Database ➞
India
Mandatory requirements for top companies (2012)
In August 2012, the Securities and Exchange Board of India (SEBI) introduced mandatory requirements for the top 100 companies (by market capitalisation) listed on India’s two main stock exchanges to publish Business Responsibility Reports in their annual reports. In December 2015, the scope was extended to the top 500 companies. The structure of the Business Responsibility Report is based on nine principles specified by SEBI, relating to issues such as business ethics, employee well-being, stakeholders, human rights, environmental protection and consumer responsibility.

In February 2017, SEBI issued a memorandum to the top 500 companies in India encouraging them to prepare an integrated report.65 The memorandum referenced Principle 16 of the IOSCO Objectives and Principles of Securities Regulations, stating: “There should be full, accurate and timely disclosure of financial results, risk and other information which is material to investors’ decisions.”

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/indonesia-wpcf_32x32.png,indonesia,Indonesia,"Mandatory disclosure for financial institutions, issuers and public companies (2017)",https://sseinitiative.org/securities-regulator/mandatory-disclosure-for-financial-institutions-issuers-and-public-companies-2017/,Indonesia,"Mandatory disclosure for financial institutions, issuers and public companies (2017)","About the SSE Regulator Database ➞
Indonesia
Mandatory disclosure for financial institutions, issuers and public companies (2017)
In 2017, the Financial Services Authority Indonesia (OJK) issued Regulation No. 51/POJK.03/2017, making it mandatory for any financial institution, issuer and public company to prepare an annual sustainability report to accompany its annual report. The regulation will come into force on 1 January 2019.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/italy-wpcf_32x32.png,italy,Italy,Insurance supervisor regulation on ESG (2018),https://sseinitiative.org/securities-regulator/insurance-supervisor-regulation-on-esg-2018/,Italy,Insurance supervisor regulation on ESG (2018),"About the SSE Regulator Database ➞
Italy
Insurance supervisor regulation on ESG (2018)
In 2018, the Istituto per la Vigilanza Sulle Assicurazioni (IVASS), Italy’s insurance supervisory authority, issued Regulation no. 38/2018, relating to the corporate governance of companies and insurance groups. The regulation, which applies to the 103 companies supervised by IVASS, requires boards to take account of ESG factors in the development of corporate strategy and in risk management. It also encourages these companies to link executive remuneration to their ESG objectives.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/japan-wpcf_32x32.png,japan,Japan,Japanese Corporate Governance Code (2018),https://sseinitiative.org/securities-regulator/japanese-corporate-governance-code-2018/,Japan,Japanese Corporate Governance Code (2018),"About the SSE Regulator Database ➞
Japan
Japanese Corporate Governance Code (2018)
The Japanese Corporate Governance Code, which is overseen by a council jointly established by the Japanese Financial Services Agency and the Tokyo Stock Exchange, states that: “Companies should take appropriate measures to address sustainability issues, including social and environmental matters.” The Code also states that gender and international experience are important factors to ensure the diversity of company boards.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/japan-wpcf_32x32.png,japan,Japan,Japanese Stewardship Code (2017),https://sseinitiative.org/securities-regulator/japanese-stewardship-code-2017/,Japan,Japanese Stewardship Code (2017),"About the SSE Regulator Database ➞
Japan
Japanese Stewardship Code (2017)
The Japanese Stewardship Code states that institutional investors should have a clear policy on how they fulfil their stewardship responsibilities, and that these investors should monitor and constructively engage with investee companies with an orientation towards the sustainable growth of the companies. The factors to be considered in these processes “may include, for example, the investee companies’ governance, strategy, performance, capital structure, business risks and opportunities (including risks and opportunities arising from social and environmental matters), and how the companies address them”. Finally, institutional investors are expected to report on how they have implemented the Code.

The Japanese Financial Services Agency is responsible for monitoring the Stewardship Code, and for encouraging investment organisations to sign up to it. The code is not legally binding and is based on a ‘comply-or-explain’ approach where signatories comply with the principles of the code or explain why they do not comply.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/japan-wpcf_32x32.png,japan,Japan,Voluntary disclosure recommendations (2018),https://sseinitiative.org/securities-regulator/voluntary-disclosure-recommendations-2018/,Japan,Voluntary disclosure recommendations (2018),"About the SSE Regulator Database ➞
Japan
Voluntary disclosure recommendations (2018)
In 2018, the Disclosure Working Group of the Financial System Council (established under the Japanese Financial Services Agency, or FSA) recommended that Japanese companies should provide more information on their business strategies and should publish an extended management discussion and analysis section in their annual securities reports to enable investors to better understand the business and improve investment decision-making. The Working Group also recommended that Japanese companies be encouraged to voluntarily provide additional information, including on ESG factors.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/kenya-wpcf_32x32.png,kenya,Kenya,Green Bond Programme (2017),https://sseinitiative.org/securities-regulator/kenyas-green-bond-programme-2017/,Kenya,Green Bond Programme (2017),"About the SSE Regulator Database ➞
Kenya
Green Bond Programme (2017)
In 2017, the Kenya Bankers Association (KBA),  the Nairobi Securities Exchange, the Climate Bonds Initiative and Financial Sector Deepening Africa, in conjunction with the Dutch Development Bank (FMO) and the International Finance Corporation (IFC), launched Kenya’s Green Bond programme. The programme, which is coordinated by KBA under its  Sustainable Finance Initiative, is endorsed by the Central Bank of Kenya, the Capital Markets Authority (CMA) of Kenya and the  National Treasury. Kenya’s green bond guidelines are issued by the Nairobi Securities Exchange and approved by the CMA.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/kenya-wpcf_32x32.png,kenya,Kenya,Joint workshops and training on Code of Corporate Governance (2017),https://sseinitiative.org/securities-regulator/joint-workshops-and-training-on-code-of-corporate-governance-2017/,Kenya,Joint workshops and training on Code of Corporate Governance (2017),"About the SSE Regulator Database ➞
Kenya
Joint workshops and training on Code of Corporate Governance (2017)
The Institute of Certified Public Secretaries of Kenya, the Capital Markets Authority (CMA) and the International Finance Corporation held workshops for ICPSK-accredited governance auditors to facilitate the implementation of the Code of Corporate Governance Practices for Issuers of Securities to the Public, 2015 (the Kenyan Corporate Governance Code). The CMA also provided training to board members of listed companies on the Kenyan Corporate Governance and Stewardship Codes, both of which explicitly identify social and environmental issues as within the code’s scope.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/kenya-wpcf_32x32.png,kenya,Kenya,Kenyan Companies Act (2015),https://sseinitiative.org/securities-regulator/kenyan-companies-act-2015/,Kenya,Kenyan Companies Act (2015),"About the SSE Regulator Database ➞
Kenya
Kenyan Companies Act (2015)
The Kenyan Companies Act 2015 requires listed companies to prepare a business review for the company and include it in the directors’ report. This review should describe the main trends and factors likely to affect the future development, performance and position of the business, and should provide information about environmental matters, employees, and social and community issues. In addition, under Kenya’s capital market regulations, issuers are required to annually report to Kenya’s Capital Markets Authority and to stakeholders on how they have implemented the Code of Corporate Governance Practices for Issuers of Securities to the Public, 2015.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/south-korea-wpcf_32x32.png,south-korea,Korea (Republic of),National Pension Service Act (2015),https://sseinitiative.org/securities-regulator/national-pension-service-act-2015/,Korea (Republic of),National Pension Service Act (2015),"About the SSE Regulator Database ➞
Korea (Republic of)
National Pension Service Act (2015)
A 2015 amendment to the South Korean National Pension Service Act requires the National Pension Service to take account of ESG issues in investment decisions and, if not, to explain why not. The National Pension Service must consider responsible investment factors such as ESG issues in exercising its voting rights, and must disclose its votes.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Capacity-building programmes (2017),https://sseinitiative.org/securities-regulator/capacity-building-programmes-2017/,Malaysia,Capacity-building programmes (2017),"About the SSE Regulator Database ➞
Malaysia
Capacity-building programmes (2017)
The Securities Commission Malaysia has organised various capacity-building programmes and international conferences to develop greater market understanding of sustainable finance. A working group comprising the Securities Commission Malaysia, Bank Negara Malaysia and the World Bank Group has been formed to strengthen Malaysia’s green sukuk/finance ecosystem and build pipelines of green sukuk issuers to finance green projects and initiatives. In 2017, the Securities Commission Malaysia and its promotion arm, Capital Markets Malaysia, organized a series of workshops on green finance for investment banks and corporates in Malaysia, and Securities Commission Malaysia co-hosted the 2017 Responsible Investment Forum with the PRI.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Capacity-building programmes (2018),https://sseinitiative.org/securities-regulator/capacity-building-programmes-2018/,Malaysia,Capacity-building programmes (2018),"About the SSE Regulator Database ➞
Malaysia
Capacity-building programmes (2018)
The Securities Commission Malaysia has organised various capacity-building programmes and international conferences to develop greater market understanding of sustainable finance. In 2018, Securities Commission Malaysia, the World Bank Group Global Knowledge and Research Hub in Malaysia and the International Organization of Securities Commissions (IOSCO) Asia Pacific Hub co-hosted a conference on “Harnessing Islamic Finance for a Green Future” to discuss the key policy, regulatory and institutional elements needed to further increase market adoption of Islamic finance for climate mitigation and adaptation efforts.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Guidelines on Sustainable and Responsible Investment Funds (2017),https://sseinitiative.org/securities-regulator/guidelines-on-sustainable-and-responsible-investment-funds-2017/,Malaysia,Guidelines on Sustainable and Responsible Investment Funds (2017),"About the SSE Regulator Database ➞
Malaysia
Guidelines on Sustainable and Responsible Investment Funds (2017)
In late 2017, the Securities Commission Malaysia issued Guidelines on Sustainable and Responsible Investment Funds to facilitate and encourage greater growth of these funds in Malaysia. The guidelines require that sustainable and responsible investment funds adopt, in their investment policies and strategies, one or more sustainability considerations such as the UN Global Compact Principles, one or more of the SDGs, or other ESG factors. The guidelines also impose additional disclosure and reporting requirements on these funds.

Malaysia has several incentives in place to attract green issuers, including tax deductions on the issuance costs of sustainable and responsible investment sukuks, and a Green Sustainable and Responsible Investment Sukuk Grant Scheme, which is tax-exempted, to finance third-party reviews.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Malaysian Code for Institutional Investors (2014),https://sseinitiative.org/securities-regulator/malaysian-code-for-institutional-investors-2014/,Malaysia,Malaysian Code for Institutional Investors (2014),"About the SSE Regulator Database ➞
Malaysia
Malaysian Code for Institutional Investors (2014)
In 2014, the Securities Commission Malaysia and the Minority Shareholder Watchdog Group launched the Malaysian Code for Institutional Investors, a code and set of best practices collectively developed by Malaysia’s largest institutional investors. The Code sets out broad principles of effective stewardship for institutional investors, including the disclosure of stewardship policies, the monitoring of and engagement with investee companies, and the management of conflicts of interest. Principle 5 of the code encourages institutional investors to incorporate corporate governance and sustainability considerations into their investment decision-making process, and to develop a policy on how they incorporate sustainability considerations into their investment analysis and decision-making.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Malaysian Code on Corporate Governance (2017),https://sseinitiative.org/securities-regulator/malaysian-code-on-corporate-governance-2017/,Malaysia,Malaysian Code on Corporate Governance (2017),"About the SSE Regulator Database ➞
Malaysia
Malaysian Code on Corporate Governance (2017)
The Malaysian Code on Corporate Governance, issued by the Securities Commission Malaysia states that: “A diverse board can offer greater depth and breadth compared to non-diverse boards…In pursuing its gender diversity agenda, each company should take steps to ensure that women candidates are sought in its recruitment exercise for board and senior management positions.”

The code also states: “While large companies are required to have 30% women directors, other boards should also work towards achieving this target.” Furthermore, in discharging their responsibilities, boards are expected to ensure that their company’s strategic plan supports long-term value creation and includes strategies on economic, environmental and social considerations underpinning sustainability.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/malaysia-wpcf_32x32.png,malaysia,Malaysia,Sustainable and Responsible Investment Sukuk Framework (2014),https://sseinitiative.org/securities-regulator/sustainable-and-responsible-investment-sukuk-framework/,Malaysia,Sustainable and Responsible Investment Sukuk Framework (2014),"About the SSE Regulator Database ➞
Malaysia
Sustainable and Responsible Investment Sukuk Framework (2014)
In 2014, the Securities Commission Malaysia established its Sustainable and Responsible Investment Sukuk Framework to facilitate the financing of sustainable and responsible investment initiatives. This framework provides guidance for the issuance of sukuk for green, social and sustainability projects and, in 2017, the world’s first green sukuk was issued in Malaysia under this Framework.

Malaysia has several incentives in place to attract green issuers, including tax deductions on the issuance costs of sustainable and responsible investment sukuks, and a Green Sustainable and Responsible Investment Sukuk Grant Scheme, which is tax-exempted, to finance third-party reviews.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/morocco-wpcf_32x32.png,morocco,Morocco,Consultation on rules governing disclosure requirements (2016),https://sseinitiative.org/securities-regulator/consultation-on-rules-governing-disclosure-requirements-2016/,Morocco,Consultation on rules governing disclosure requirements (2016),"About the SSE Regulator Database ➞
Morocco
Consultation on rules governing disclosure requirements (2016)
As one of the commitments under the 2016 roadmap for aligning the Moroccan financial sector with sustainable development,68 the Moroccan Capital Market Authority (AMMC) has consulted on how the rules governing the disclosure requirements of publicly traded companies should evolve to integrate sustainability-related information. The proposals have been informed by international best practices including the TCFD recommendations.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/morocco-wpcf_32x32.png,morocco,Morocco,"Guidelines on green, social and sustainable bonds (2018)",https://sseinitiative.org/securities-regulator/guidelines-on-green-social-and-sustainable-bonds-2018/,Morocco,"Guidelines on green, social and sustainable bonds (2018)","About the SSE Regulator Database ➞
Morocco
Guidelines on green, social and sustainable bonds (2018)
In 2018, the Moroccan Capital Market Authority (AMMC), with the support of the International Finance Corporation (IFC), issued guidelines on green, social and sustainable bonds. The guidelines provide an overview of the principles that issuers need to comply with, and provides guidance on the actions to be taken to have these bonds certified.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/morocco-wpcf_32x32.png,morocco,Morocco,roadmap for aligning the Moroccan financial sector with sustainable development (2016),https://sseinitiative.org/securities-regulator/roadmap-for-aligning-the-moroccan-financial-sector-with-sustainable-development-2016/,Morocco,roadmap for aligning the Moroccan financial sector with sustainable development (2016),"About the SSE Regulator Database ➞
Morocco
roadmap for aligning the Moroccan financial sector with sustainable development (2016)
In 2016, on the occasion of the Moroccan Presidency of the COP22 UN climate talks, Bank Al-Maghrib, with the contribution of the Moroccan Capital Market Authority, the Supervisory Authority of Insurance and Social Welfare, the Moroccan Ministry of Economy and Finances, the Casablanca Finance City Authority, the Casablanca Stock Exchange, the Moroccan Banking Association and the Moroccan Federation of Insurance and Reinsurance Companies published a roadmap for aligning the Moroccan financial sector with sustainable development.

The roadmap proposed actions in five areas: extending risk-based governance to socio-environmental risks; developing sustainable financial tools and products; promoting financial inclusion as a driver for sustainable development; capacity-building in the field of sustainable finance; and transparency and market discipline. A committee involving the main financial market regulators meets on a regular basis to monitor progress on the implementation of these commitments.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
https://sseinitiative.org/wp-content/uploads/2019/08/morocco-wpcf_32x32.png,morocco,Morocco,Training on sustainable finance (2018),https://sseinitiative.org/securities-regulator/training-on-sustainable-finance-2018/,Morocco,Training on sustainable finance (2018),"About the SSE Regulator Database ➞
Morocco
Training on sustainable finance (2018)
Capacity building is one of the five pillars of the 2016 Roadmap for aligning the Moroccan financial sector with sustainable development. In 2018, the Moroccan Capital Market Authority included a module on sustainable finance in its professionals’ licensing framework. Its other efforts to increase awareness and understanding of sustainable finance have included presentations and workshops for market participants and stakeholders, explaining how they can contribute to national goals on sustainable finance and sustainability.

Similar Posts
Croatia
Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information

The Guidelines for the Preparation and Disclosure of ESG Relevant Issuer Information are intended for issuers on the regulated market of …

Brazil
Sustainable CVM: The impact of your investments (2020)

The Securities and Exchange Commission (CVM) launched the “Sustainable CVM Series”, a new series of guidance documents on sustainable finance. In …"
